Nombre,Localización,País,Latitud,Longitud,Altura,time_to_eruption_dt
,,,,,,20416225.15737965
,,,,,,33062306.79439632
,,,,,,19224498.519731306
,,,,,,18449375.863553677
,,,,,,28490664.844696164
,,,,,,30626313.63319576
,,,,,,42269675.279700615
,,,,,,3719037.0615146295
,,,,,,44881627.06904704
,,,,,,39191375.21694855
,,,,,,18821527.85935425
,,,,,,40062050.87007672
,,,,,,16737148.10341848
,,,,,,25595904.439268783
,,,,,,296112.640091539
,,,,,,22089446.64856659
,,,,,,30945624.44231181
,,,,,,42913756.46970933
,,,,,,15756870.150857111
,,,,,,23774944.166994236
,,,,,,2185561.150045893
,,,,,,14566242.134729171
,,,,,,47257075.358073466
,,,,,,10486608.762186935
,,,,,,32940160.166116983
,,,,,,25095934.55735555
,,,,,,1935875.5528911152
,,,,,,30487313.87637326
,,,,,,12828647.843271712
,,,,,,1605325.431316565
,,,,,,37800291.56146468
,,,,,,7797594.801826647
,,,,,,43466538.04314184
,,,,,,32488313.155766968
,,,,,,8710009.393828738
,,,,,,20969132.412809413
,,,,,,22481155.997160494
,,,,,,25107494.38056277
,,,,,,32292542.35021953
,,,,,,12926250.584921518
,,,,,,4635523.532039057
,,,,,,3952619.929346763
,,,,,,3355335.3640950806
,,,,,,-252737.32700080483
,,,,,,40666405.08490263
,,,,,,36417617.64011223
,,,,,,22232597.13149704
,,,,,,742255.6614290732
,,,,,,31541846.262836948
,,,,,,28623777.467927217
,,,,,,43247263.6175722
,,,,,,5312059.64795496
,,,,,,7378344.622409173
,,,,,,44424847.6665278
,,,,,,22571193.182703223
,,,,,,22859205.272544213
,,,,,,38436052.34823395
,,,,,,28761436.434185784
,,,,,,41574712.27541127
,,,,,,21841686.838659268
,,,,,,16228114.856063455
,,,,,,16674328.183911707
,,,,,,45782877.1653523
,,,,,,29631033.35317625
,,,,,,28416660.096180853
,,,,,,23565419.39391616
,,,,,,3180887.34011627
,,,,,,36070708.11859107
,,,,,,24875318.200462773
,,,,,,9420812.865493877
,,,,,,16598033.43105436
,,,,,,20356644.28730347
,,,,,,9991929.602969293
,,,,,,42338421.92162791
,,,,,,15414201.531822588
,,,,,,18121737.312783096
,,,,,,17317125.68367046
,,,,,,39576716.13483498
,,,,,,8849727.983171593
,,,,,,28124885.78820696
,,,,,,404745.4513110698
,,,,,,32691998.582146257
,,,,,,2775054.95877766
,,,,,,26491068.45808498
,,,,,,38424766.191941015
,,,,,,44742117.051854245
,,,,,,35092790.59646319
,,,,,,29500655.247781582
,,,,,,40668834.65397017
,,,,,,4270729.597049169
,,,,,,26293341.817319065
,,,,,,38525007.19750264
,,,,,,12647944.387581442
,,,,,,16699782.099425407
,,,,,,45747434.55795356
,,,,,,30187565.59911401
,,,,,,28697020.994696733
,,,,,,46457592.2666308
,,,,,,30797267.29728965
,,,,,,5327690.535944751
,,,,,,27512334.29883958
,,,,,,38438656.81645884
,,,,,,3898205.601361174
,,,,,,12288732.230767004
,,,,,,17843001.916621104
,,,,,,-15556778.669869157
,,,,,,24918213.024031576
,,,,,,27578377.682812188
,,,,,,47783425.6786135
,,,,,,41226385.55119114
,,,,,,12693441.314977078
,,,,,,3583136.142203018
,,,,,,5788607.972458254
,,,,,,14602724.459695349
,,,,,,41253.843351782416
,,,,,,32428544.96962145
,,,,,,39617895.74104493
,,,,,,11903566.549260292
,,,,,,9673845.587923145
,,,,,,24782145.619149256
,,,,,,24427621.44447316
,,,,,,39457368.50309539
,,,,,,22263765.274146188
,,,,,,17341767.393198516
,,,,,,7209085.546357837
,,,,,,16890521.298581872
,,,,,,21345907.92266839
,,,,,,20019521.34938041
,,,,,,33209450.52837522
,,,,,,-7411295.225740156
,,,,,,21922516.84736521
,,,,,,14398269.184898663
,,,,,,27285397.98483707
,,,,,,17651745.47447234
,,,,,,32452339.517332565
,,,,,,34888995.30896475
,,,,,,20777546.590795435
,,,,,,18922400.10876992
,,,,,,12577426.974211982
,,,,,,36161020.62180148
,,,,,,47406649.48085365
,,,,,,23246055.62443273
,,,,,,2767091.870949361
,,,,,,12479883.51150412
,,,,,,39112232.29158493
,,,,,,7825903.29580721
,,,,,,32282000.281800546
,,,,,,40905078.13518495
,,,,,,11780952.961264914
,,,,,,9070306.63236807
,,,,,,37869067.58392512
,,,,,,9568170.979697688
,,,,,,29832542.226687077
,,,,,,42804295.73977228
,,,,,,30038224.229443457
,,,,,,28180069.392943464
,,,,,,29999481.18753319
,,,,,,20740715.680172827
,,,,,,10043063.489937458
,,,,,,29940890.56604725
,,,,,,2901287.881136312
,,,,,,20968480.720887773
,,,,,,9689845.063313572
,,,,,,14497823.697727386
,,,,,,37335760.38921898
,,,,,,23546303.35358652
,,,,,,26680440.443735342
,,,,,,5653460.758449939
,,,,,,-900441.5628520008
,,,,,,18378350.93177596
,,,,,,21462766.769284766
,,,,,,11295101.667034812
,,,,,,18330145.322112147
,,,,,,20790003.43761904
,,,,,,7027086.670053398
,,,,,,15767307.331309233
,,,,,,23610799.22333347
,,,,,,23697193.315423988
,,,,,,26362118.69251333
,,,,,,14532087.151833205
,,,,,,23934089.36749136
,,,,,,45028997.08865255
,,,,,,-2399966.4898124407
,,,,,,34265346.70556429
,,,,,,24394849.717110444
,,,,,,12934888.60299271
,,,,,,21070440.097486287
,,,,,,22002175.0214184
,,,,,,33390749.980649184
,,,,,,25929304.954510327
,,,,,,23026930.721155047
,,,,,,40539369.95505655
,,,,,,4288154.245431497
,,,,,,46197016.28803319
,,,,,,12837015.06806703
,,,,,,53347510.84244192
,,,,,,4817180.761337557
,,,,,,2407430.298463024
,,,,,,-10169409.577948188
,,,,,,13012342.46256757
,,,,,,7518313.093756374
,,,,,,40520231.71682663
,,,,,,3892026.0608349503
,,,,,,25644568.944669776
,,,,,,12268487.221552731
,,,,,,16195908.860979296
,,,,,,15024147.751023129
,,,,,,26329716.65927135
,,,,,,37420085.69676026
,,,,,,23873571.014654536
,,,,,,25218298.70462748
,,,,,,26095474.346564967
,,,,,,11560175.30817026
,,,,,,15300809.14810676
,,,,,,13615598.477573393
,,,,,,28409657.47236916
,,,,,,23974501.130269382
,,,,,,37243562.80981931
,,,,,,1958615.0618269872
,,,,,,14059553.251582514
,,,,,,19276935.42845638
,,,,,,18374326.06863917
,,,,,,30147749.389190007
,,,,,,51750005.3379032
,,,,,,14453379.37876932
,,,,,,7109788.703117897
,,,,,,19753977.66610484
,,,,,,36376357.88698893
,,,,,,19311936.89693408
,,,,,,28660527.632583044
,,,,,,31882451.792384416
,,,,,,33555584.66853248
,,,,,,25654667.17175585
,,,,,,6914126.409758065
,,,,,,15237170.800896345
,,,,,,24526755.712759897
,,,,,,8987164.027562581
,,,,,,13035621.19041158
,,,,,,20036778.779958226
,,,,,,18334049.63457734
,,,,,,-2501657.094294431
,,,,,,32813119.59727076
,,,,,,37397364.335056335
,,,,,,34146803.89882612
,,,,,,6759204.194403471
,,,,,,11862635.374697411
,,,,,,30055628.13666365
,,,,,,25756432.15689295
,,,,,,42764831.56659456
,,,,,,37635647.55845961
,,,,,,30706468.857930955
,,,,,,4893582.984247288
,,,,,,34176695.35116114
,,,,,,2663845.3961135666
,,,,,,54339015.868763655
,,,,,,26762274.669081382
,,,,,,27309059.799368467
,,,,,,10372230.49261564
,,,,,,14367131.137089124
,,,,,,38662244.10549312
,,,,,,23107121.037953064
,,,,,,27824281.4884357
,,,,,,28733700.320176832
,,,,,,27742142.663126428
,,,,,,39944932.51654518
,,,,,,25968211.962256204
,,,,,,58495907.57848796
,,,,,,-1394405.7727509877
,,,,,,46687208.04680984
,,,,,,18743167.412617564
,,,,,,37211841.64961868
,,,,,,28624454.500364624
,,,,,,26487634.81706754
,,,,,,25617797.77412169
,,,,,,27727174.501833204
,,,,,,19129829.844059967
,,,,,,14963793.191244496
,,,,,,47841922.38292392
,,,,,,31549199.24082049
,,,,,,2215892.060288326
,,,,,,35706909.32028165
,,,,,,23404105.343167488
,,,,,,9479914.405893726
,,,,,,24816201.90669316
,,,,,,30432403.794277158
,,,,,,21447210.313096363
,,,,,,11743352.990422076
,,,,,,49852222.87188055
,,,,,,30083002.945156217
,,,,,,32152667.06171249
,,,,,,16001401.876454031
,,,,,,25332398.08523705
,,,,,,5776067.074440931
,,,,,,27976543.985712778
,,,,,,25356567.66983957
,,,,,,18301621.234216
,,,,,,40337708.09991483
,,,,,,29821575.11904165
,,,,,,29875209.53201245
,,,,,,36406872.63700515
,,,,,,-792388.3983663607
,,,,,,33108831.37927823
,,,,,,27483657.773259245
,,,,,,25429774.90833406
,,,,,,25325475.17351098
,,,,,,9823949.699138632
,,,,,,38401711.25164808
,,,,,,15249191.647878274
,,,,,,10827871.984775236
,,,,,,10327626.410999129
,,,,,,-1690829.8547375065
,,,,,,40690865.21988677
,,,,,,23756352.916807503
,,,,,,34661426.93721848
,,,,,,18519977.385176264
,,,,,,1019497.4386363768
,,,,,,47500440.99724278
,,,,,,18262979.64703301
,,,,,,27642226.41461887
,,,,,,26995496.031790342
,,,,,,42203098.65835346
,,,,,,30274357.784990206
,,,,,,25773790.079494644
,,,,,,37401529.88279795
,,,,,,6035303.263278747
,,,,,,14152225.19531042
,,,,,,24573048.74766755
,,,,,,47338150.5687058
,,,,,,51971530.36281971
,,,,,,27115628.177734
,,,,,,12633548.563531833
,,,,,,14595419.22271857
,,,,,,19052921.962971594
,,,,,,31688595.215045035
,,,,,,6652636.484949921
,,,,,,37388243.41676606
,,,,,,26685868.26646127
,,,,,,12394826.421633003
,,,,,,10708021.520307222
,,,,,,14602080.25523808
,,,,,,28786046.309946664
,,,,,,17552050.373458806
,,,,,,17304072.877474543
,,,,,,22505351.93172212
,,,,,,6732260.291337702
,,,,,,3396579.470852744
,,,,,,26485792.00794376
,,,,,,30553865.602234665
,,,,,,14662098.36442166
,,,,,,20160851.548776265
,,,,,,-10642513.751873285
,,,,,,11098561.825567989
,,,,,,41989365.33920884
,,,,,,39991283.14225188
,,,,,,27109587.279377542
,,,,,,53792083.55633004
,,,,,,34523931.868624784
,,,,,,15179068.520089706
,,,,,,35159057.48998743
,,,,,,30181721.57032679
,,,,,,27833920.889604717
,,,,,,36458229.33722273
,,,,,,40883602.51428451
,,,,,,16401115.151065078
,,,,,,16613387.1825367
,,,,,,28932175.539386798
,,,,,,29021444.600028507
,,,,,,27872543.25044592
,,,,,,35908715.74291538
,,,,,,59172391.891969465
,,,,,,5915431.030498575
,,,,,,3924265.323715605
,,,,,,20670713.949859824
,,,,,,17717716.952748716
,,,,,,36511214.55142904
,,,,,,27093595.972686667
,,,,,,16833170.5074583
,,,,,,27738518.88584399
,,,,,,16727984.48427334
,,,,,,31777573.524024256
,,,,,,30767629.75856941
,,,,,,24214095.93808572
,,,,,,3425819.3527035736
,,,,,,25080162.627986863
,,,,,,11906922.486547755
,,,,,,14904706.468209175
,,,,,,-5584193.106115382
,,,,,,29725794.82760285
,,,,,,16747108.321604246
,,,,,,16675797.549302924
,,,,,,28008411.83799225
,,,,,,20808577.391918957
,,,,,,16423480.908719456
,,,,,,30433330.55988599
,,,,,,24764820.642325167
,,,,,,49530714.21560958
,,,,,,14715382.201734671
,,,,,,28336432.36604982
,,,,,,27190007.858426005
,,,,,,17577207.68459288
,,,,,,18441924.93741216
,,,,,,51519558.718960136
,,,,,,34238096.398863554
,,,,,,-16694597.166152228
,,,,,,38558251.56689207
,,,,,,30426097.374225736
,,,,,,32907472.23148946
,,,,,,22202883.053810734
,,,,,,-1583599.8852588988
,,,,,,22768482.564934105
,,,,,,25402631.572918028
,,,,,,22104511.297380757
,,,,,,29015733.45824903
,,,,,,50403150.46796477
,,,,,,15534756.963614697
,,,,,,22255718.17450764
,,,,,,12911417.830726225
,,,,,,15657856.77776724
,,,,,,24887287.97385013
,,,,,,11300008.492877968
,,,,,,19185640.81835737
,,,,,,22795421.366511118
,,,,,,8848199.560851488
,,,,,,33451969.670174573
,,,,,,37202594.29969888
,,,,,,23578470.166156344
,,,,,,20363148.836693853
,,,,,,19316065.523837466
,,,,,,36167839.71611125
,,,,,,14385720.356980722
,,,,,,13691241.42619467
,,,,,,14380199.494536744
,,,,,,27136755.22744073
,,,,,,30529307.88585191
,,,,,,19871825.62836083
,,,,,,25067262.52178939
,,,,,,20536026.383983623
,,,,,,25168041.736654107
,,,,,,-23003223.59971121
,,,,,,28601480.759570166
,,,,,,36553299.3609391
,,,,,,20209222.513848536
,,,,,,37853113.45154939
,,,,,,9427840.233389314
,,,,,,15638260.197792092
,,,,,,-14181516.118807636
,,,,,,27416406.492817733
,,,,,,19056897.885678045
,,,,,,46819841.74024542
,,,,,,28955318.442160957
,,,,,,23739970.53582431
,,,,,,13329519.750093024
,,,,,,10341658.398759635
,,,,,,48849976.67578717
,,,,,,11964703.67349743
,,,,,,8976276.978297027
,,,,,,7210554.311629479
,,,,,,43191333.49575999
,,,,,,13624498.69248771
,,,,,,40190477.907183975
,,,,,,11490961.34842231
,,,,,,41053748.16473316
,,,,,,13504333.82985134
,,,,,,18963558.309176877
,,,,,,15276833.886159254
,,,,,,25579428.013809685
,,,,,,33160139.327648424
,,,,,,26402184.26207628
,,,,,,20638106.70228722
,,,,,,26878282.988063417
,,,,,,31352013.245167177
,,,,,,22255233.410047084
,,,,,,18591302.260800872
,,,,,,21905881.542615358
,,,,,,18516160.476908267
,,,,,,10090513.66919116
,,,,,,33268949.02774516
,,,,,,29945411.2188546
,,,,,,31137499.69353927
,,,,,,31172754.46614044
,,,,,,40797270.6940299
,,,,,,25205464.085101288
,,,,,,35551558.64930743
,,,,,,23909733.22949188
,,,,,,34899421.065867126
,,,,,,33172138.369784795
,,,,,,18432266.08051117
,,,,,,23773317.760089807
,,,,,,12540671.629845943
,,,,,,54270748.85272675
,,,,,,57383083.31837536
,,,,,,13359415.89060548
,,,,,,33343505.12175246
,,,,,,30083727.005836267
,,,,,,18932055.63490365
,,,,,,30767088.26932704
,,,,,,19580325.93506728
,,,,,,52684384.04115263
,,,,,,15674034.399091234
,,,,,,20453936.425026324
,,,,,,-3206910.9243819304
,,,,,,7465967.735610305
,,,,,,29312677.88214452
,,,,,,-2787953.9658811283
,,,,,,6018300.429143127
,,,,,,18533965.21303686
,,,,,,49061991.70641896
,,,,,,15500048.615285704
,,,,,,24820981.335669797
,,,,,,15845915.316799838
,,,,,,12843305.653875934
,,,,,,22443171.8979185
,,,,,,8619881.161249693
,,,,,,16818899.731303714
,,,,,,11627076.643456152
,,,,,,37667762.5317001
,,,,,,21428583.721909203
,,,,,,17800867.424995556
,,,,,,28939339.83134572
,,,,,,27797863.52798794
,,,,,,12529725.838349285
,,,,,,18601755.90320777
,,,,,,25451741.042174857
,,,,,,33078200.62765803
,,,,,,14769615.661376396
,,,,,,37016594.93221317
,,,,,,32814571.591181222
,,,,,,34019943.225806326
,,,,,,35901636.4561855
,,,,,,30790765.3172154
,,,,,,31328428.8282454
,,,,,,20529703.822719928
,,,,,,25818326.06103812
,,,,,,34374690.17402872
,,,,,,10346384.799781654
,,,,,,30183539.45370195
,,,,,,22853005.62107869
,,,,,,11829589.894840691
,,,,,,44078993.43410847
,,,,,,-8825294.182167487
,,,,,,7590162.463425206
,,,,,,21806575.29855464
,,,,,,7193818.246519634
,,,,,,8491536.39462086
,,,,,,21428557.20917509
,,,,,,26323707.42836393
,,,,,,22671579.790492583
,,,,,,22358297.88352513
,,,,,,37177010.21309535
,,,,,,28712223.894040525
,,,,,,28235837.55739109
,,,,,,-10025864.85007627
,,,,,,40283310.34143332
,,,,,,33581592.77422233
,,,,,,19329282.45204336
,,,,,,20413213.02699054
,,,,,,36317790.53833922
,,,,,,29103140.6491447
,,,,,,21045231.255204424
,,,,,,24746329.48289238
,,,,,,20061225.29814256
,,,,,,23245107.65719325
,,,,,,10606256.38267795
,,,,,,29312871.69811075
,,,,,,19877450.90935872
,,,,,,40093698.72135392
,,,,,,-11506607.038874889
,,,,,,14626049.567340717
,,,,,,5828880.034844504
,,,,,,27989622.114247296
,,,,,,9715992.43914405
,,,,,,50098536.88722754
,,,,,,41102026.48501371
,,,,,,29344579.369275995
,,,,,,29627209.33255755
,,,,,,25698636.324868325
,,,,,,-559019.223278236
,,,,,,14983695.63459764
,,,,,,25686819.64366023
,,,,,,18160658.044694036
,,,,,,33781475.01576687
,,,,,,15682751.43995371
,,,,,,29577849.26055839
,,,,,,35733346.89503108
,,,,,,24104070.32176123
,,,,,,4769361.242091536
,,,,,,15116372.968980985
,,,,,,-4378062.008365785
,,,,,,18303206.61155349
,,,,,,48198497.44833049
,,,,,,12759627.65520051
,,,,,,8802624.321757747
,,,,,,39566442.573315375
,,,,,,8704244.111726625
,,,,,,22070646.734452672
,,,,,,3694477.585256525
,,,,,,27460427.320344485
,,,,,,10369973.473154828
,,,,,,18289857.58577544
,,,,,,-4131423.21884004
,,,,,,24929869.00201525
,,,,,,40603628.11477435
,,,,,,17243373.89754299
,,,,,,28279871.7342441
,,,,,,30626028.165052783
,,,,,,24890318.527636506
,,,,,,20529408.59069917
,,,,,,39055264.897954606
,,,,,,15532092.158652283
,,,,,,52679466.84367422
,,,,,,33819026.83823491
,,,,,,7526293.773541916
,,,,,,16802507.229547597
,,,,,,43148468.97217017
,,,,,,41540827.687050425
,,,,,,20649074.517761853
,,,,,,28171602.78061013
,,,,,,31154821.245029725
,,,,,,33389775.265303034
,,,,,,-2041019.5864426848
,,,,,,19487552.00219237
,,,,,,41771933.52044475
,,,,,,10543372.584637688
,,,,,,26633257.816213988
,,,,,,6580443.591258525
,,,,,,44281700.26140319
,,,,,,21508773.35234845
,,,,,,23928196.09054865
,,,,,,3024191.6108337906
,,,,,,33608513.40599268
,,,,,,16608653.709452454
,,,,,,18018479.73588587
,,,,,,31933329.380007137
,,,,,,21324855.078642663
,,,,,,25833200.324199427
,,,,,,24429267.85930644
,,,,,,35869496.63802808
,,,,,,9334785.128469149
,,,,,,10999267.691478504
,,,,,,26008104.498578463
,,,,,,18132061.031946413
,,,,,,21787301.73725029
,,,,,,33544098.29446424
,,,,,,-13961824.662718562
,,,,,,5143625.833553031
,,,,,,33983494.82406951
,,,,,,20523706.412309587
,,,,,,26302300.954680275
,,,,,,3751209.753190171
,,,,,,28918843.43314328
,,,,,,18600726.761007275
,,,,,,21467628.43421756
,,,,,,41308721.15729057
,,,,,,19448696.30008589
,,,,,,21701227.666863974
,,,,,,9237473.546910657
,,,,,,3260466.322273254
,,,,,,35824337.19230475
,,,,,,11338698.684339494
,,,,,,2718653.919169843
,,,,,,24299672.390512086
,,,,,,19864058.293355107
,,,,,,24303263.551691297
,,,,,,37959090.17457861
,,,,,,18386241.66939069
,,,,,,7316129.806224486
,,,,,,17263605.19577073
,,,,,,30839453.103212964
,,,,,,35999449.89067603
,,,,,,27181997.74544468
,,,,,,23753753.13135032
,,,,,,16491620.303680612
,,,,,,40489264.64875387
,,,,,,63491448.32596426
,,,,,,17929752.379836403
,,,,,,26041806.633008577
,,,,,,16537558.16426682
,,,,,,20251335.402315505
,,,,,,24251986.754549485
,,,,,,36697523.52122803
,,,,,,35817096.85661918
,,,,,,43901002.33986153
,,,,,,26558127.7186896
,,,,,,28219976.90934848
,,,,,,44988171.52404549
,,,,,,4433127.166802798
,,,,,,22162886.49588334
,,,,,,35468313.76087886
,,,,,,47625010.86014969
,,,,,,28544554.32782658
,,,,,,6433247.151661615
,,,,,,20322774.348265167
,,,,,,18804700.75193625
,,,,,,14513310.133275077
,,,,,,13936422.654892778
,,,,,,54238475.116730906
,,,,,,14356802.272411304
,,,,,,37022338.241494335
,,,,,,34985289.35251517
,,,,,,14336840.178097429
,,,,,,19895910.066097617
,,,,,,17686646.265755266
,,,,,,16713574.27052106
,,,,,,10705072.331780164
,,,,,,34337150.79406768
,,,,,,46043477.98090252
,,,,,,18467356.975373387
,,,,,,34877583.78143059
,,,,,,34000008.39756248
,,,,,,32130744.059595805
,,,,,,28433784.32574236
,,,,,,1260460.421197633
,,,,,,23142356.99043995
,,,,,,30520508.414852317
,,,,,,18558954.708932426
,,,,,,32884137.196016707
,,,,,,43670609.90964656
,,,,,,28112674.458204888
,,,,,,43193151.37923407
,,,,,,28354722.093077738
,,,,,,30238540.85756344
,,,,,,12979521.328292692
,,,,,,32983445.42688105
,,,,,,20737914.181517955
,,,,,,35638161.0428475
,,,,,,10646511.055050772
,,,,,,22283146.02834199
,,,,,,38763854.65686209
,,,,,,19399753.98783432
,,,,,,45021475.21139958
,,,,,,24717692.043985065
,,,,,,24488114.50334476
,,,,,,6299224.298386978
,,,,,,18425684.02711973
,,,,,,4519558.7490846375
,,,,,,33826933.54217722
,,,,,,28129344.20086616
,,,,,,28632686.116884265
,,,,,,-7670908.308160584
,,,,,,34823302.905522786
,,,,,,32694949.461676896
,,,,,,15428023.130397622
,,,,,,10256696.416123118
,,,,,,37777141.049235225
,,,,,,28200577.78921864
,,,,,,22725911.950921103
,,,,,,9401645.826610936
,,,,,,16321033.015090846
,,,,,,14618318.831904136
,,,,,,23483228.193033103
,,,,,,-2813418.444857164
,,,,,,19549178.18775824
,,,,,,22304423.2418429
,,,,,,15955372.499050897
,,,,,,41227776.38032086
,,,,,,21046950.733339768
,,,,,,27185455.855275165
,,,,,,33570046.60317528
,,,,,,23290331.79221015
,,,,,,33848088.2641109
,,,,,,37750733.50719967
,,,,,,15315452.61862512
,,,,,,46971088.93987917
,,,,,,27049906.405712426
,,,,,,53904445.028324544
,,,,,,22883753.8400372
,,,,,,29436193.204700585
,,,,,,6944303.820326168
,,,,,,17011130.041511234
,,,,,,13872169.271640802
,,,,,,17341459.90564353
,,,,,,27776157.99884215
,,,,,,49828648.51617619
,,,,,,21687417.267770123
,,,,,,19195096.818142973
,,,,,,17484523.06272121
,,,,,,12414698.495563658
,,,,,,40012400.98540861
,,,,,,38569497.05014136
,,,,,,18348295.25590144
,,,,,,19689063.18610417
,,,,,,36130167.2237049
,,,,,,18310105.205198143
,,,,,,34013882.27149006
,,,,,,19137190.706212357
,,,,,,22579549.33698704
,,,,,,19420024.864356805
,,,,,,39855341.940596536
,,,,,,23738134.66621974
,,,,,,21310041.71574004
,,,,,,30326549.524856552
,,,,,,16757738.455378016
,,,,,,9943267.629134202
,,,,,,24242460.18505117
,,,,,,8050357.35575378
,,,,,,37400761.507169336
,,,,,,22411695.98539073
,,,,,,14177812.027940894
,,,,,,14701799.392458253
,,,,,,13223333.427214382
,,,,,,27030016.66654501
,,,,,,24912186.22929348
,,,,,,39420536.34297835
,,,,,,13078989.224711385
,,,,,,33363354.932152748
,,,,,,8846434.101870472
,,,,,,24352751.405130003
,,,,,,6826809.33259326
,,,,,,26914439.556494985
,,,,,,18313869.442390952
,,,,,,34941797.357920304
,,,,,,60143899.80020077
,,,,,,14876789.619464058
,,,,,,-4516269.892747429
,,,,,,25843218.48481872
,,,,,,12364866.140497733
,,,,,,32639752.83332325
,,,,,,31234309.85427145
,,,,,,30066596.655032188
,,,,,,18901297.87339976
,,,,,,28376506.68759736
,,,,,,31458999.77645545
,,,,,,34399839.67681622
,,,,,,13262925.755124629
,,,,,,16625324.31552429
,,,,,,47108176.10929348
,,,,,,13671490.903978731
,,,,,,12619064.094209751
,,,,,,32136132.97160281
,,,,,,56354552.09648885
,,,,,,5362940.584475719
,,,,,,16948965.607751872
,,,,,,35734792.52606129
,,,,,,20478485.137199543
,,,,,,32021907.509016976
,,,,,,2808042.75526494
,,,,,,38822581.762428746
,,,,,,20951770.79887137
,,,,,,30808962.392537117
,,,,,,6301570.960062579
,,,,,,31369565.942381397
,,,,,,30392176.19348396
,,,,,,22770771.69907933
,,,,,,44310165.468297176
,,,,,,12871048.982490886
,,,,,,9136519.21581633
,,,,,,19049830.649510738
,,,,,,25946148.59328277
,,,,,,39600145.047415
,,,,,,42583172.8748703
,,,,,,30766131.93992584
,,,,,,32533147.57428396
,,,,,,13936284.00382402
,,,,,,6489027.181350292
,,,,,,19651493.86441378
,,,,,,21462576.73776728
,,,,,,29794020.335681196
,,,,,,30796872.029757064
,,,,,,8222546.132096741
,,,,,,35897395.88127658
,,,,,,12715282.792589616
,,,,,,60581102.60908504
,,,,,,38520552.99919111
,,,,,,-11409799.386835037
,,,,,,35672527.89153905
,,,,,,13442300.294012582
,,,,,,48298848.32062811
,,,,,,36271015.693576455
,,,,,,-326326.9960504249
,,,,,,22701091.50949636
,,,,,,25729730.3191186
,,,,,,17110471.60327964
,,,,,,8195306.289093825
,,,,,,30171231.983641014
,,,,,,16821747.25708029
,,,,,,37069564.23070135
,,,,,,32534734.067220867
,,,,,,25032174.95291769
,,,,,,17839568.916249063
,,,,,,45243499.19545178
,,,,,,24237726.95593394
,,,,,,11446136.275784038
,,,,,,27576977.93227937
,,,,,,19271038.308624618
,,,,,,19340041.519740053
,,,,,,40129905.23741824
,,,,,,14843451.770682292
,,,,,,-14985169.177301856
,,,,,,12591591.718717473
,,,,,,33921245.94899759
,,,,,,24553905.840781324
,,,,,,19692.587502583963
,,,,,,25719092.681867816
,,,,,,11379029.283848817
,,,,,,51150492.06247443
,,,,,,13367372.359911826
,,,,,,-23118056.292787813
,,,,,,34440391.74681366
,,,,,,22330822.318964653
,,,,,,29227273.98049667
,,,,,,6042794.453937894
,,,,,,15738656.97938696
,,,,,,18947578.24251698
,,,,,,11275088.226116488
,,,,,,14536066.221547311
,,,,,,24168685.106440928
,,,,,,5966248.909859751
,,,,,,43287107.6061659
,,,,,,36028563.180859245
,,,,,,34628529.147390254
,,,,,,19886391.59081504
,,,,,,14669033.587628627
,,,,,,11340029.04857122
,,,,,,8773509.953570148
,,,,,,18694316.86773069
,,,,,,11012146.08897633
,,,,,,32087026.50133577
,,,,,,17306731.103455607
,,,,,,34633622.63546791
,,,,,,4479162.296477493
,,,,,,75400439.68994485
,,,,,,31936418.03628029
,,,,,,27352518.59993663
,,,,,,11610455.617062775
,,,,,,10890504.779844964
,,,,,,18528477.189116057
,,,,,,-6619664.438079753
,,,,,,33747274.385362744
,,,,,,2088500.3437624471
,,,,,,15077137.216729555
,,,,,,79785750.36030343
,,,,,,31865515.314697027
,,,,,,-5715660.359412025
,,,,,,21658261.00347519
,,,,,,43286261.150609896
,,,,,,18250374.433923915
,,,,,,-14356399.71691044
,,,,,,21378926.453465182
,,,,,,36697505.65673569
,,,,,,21128263.11558427
,,,,,,26345273.110132366
,,,,,,20636124.88070993
,,,,,,14645765.45732238
,,,,,,22125203.03447044
,,,,,,21458321.862849988
,,,,,,10916078.022762077
,,,,,,42388259.53829726
,,,,,,34917143.40741296
,,,,,,36333684.53237539
,,,,,,43536387.08944769
,,,,,,19273340.977222163
,,,,,,24319080.45697252
,,,,,,44962659.20498142
,,,,,,12616077.941548811
,,,,,,38730789.318239145
,,,,,,9510898.693325978
,,,,,,3170478.3514780654
,,,,,,25580950.666128904
,,,,,,21081353.963241197
,,,,,,29471884.294301294
,,,,,,30843074.80677444
,,,,,,21970758.239674103
,,,,,,25721083.52098951
,,,,,,-1493515.9868855842
,,,,,,30279800.118217077
,,,,,,18807711.78498108
,,,,,,41004152.80650164
,,,,,,13045926.78697303
,,,,,,8578461.010884315
,,,,,,24602403.25822053
,,,,,,27784659.418000866
,,,,,,22180614.174241237
,,,,,,25185805.23653733
,,,,,,5084483.550298838
,,,,,,12865024.316594768
,,,,,,42970900.831134975
,,,,,,3346706.335726559
,,,,,,26508900.7637899
,,,,,,33728474.25916007
,,,,,,28405703.05222365
,,,,,,12140631.449639902
,,,,,,23702691.626166
,,,,,,27921093.814668395
,,,,,,50459473.25199509
,,,,,,16116231.67221032
,,,,,,28036790.77088284
,,,,,,38110421.80853822
,,,,,,49803934.34513328
,,,,,,43284500.13752063
,,,,,,33339189.045087
,,,,,,34662709.29729802
